Lon Lat sand clay silt orgc ph bulkdensity cn soilc depth awc bedrockfrac
129.3750 85.0965 0.4967 0.2043 0.2990 0.00000 6.800 1500.0 12.0 0.0000 0.4769 57.77 0.0628
132.1875 85.0965 0.4967 0.2043 0.2990 0.00000 6.800 1500.0 12.0 0.0000 0.5472 66.29 0.0628
135.0000 85.0965 0.4967 0.2043 0.2990 0.00000 6.800 1500.0 12.0 0.0000 0.4760 57.66 0.0628
137.8125 85.0965 0.4967 0.2043 0.2990 0.00000 6.800 1500.0 12.0 0.0000 0.3826 46.34 0.0628
140.6250 85.0965 0.4967 0.2043 0.2990 0.00000 6.800 1500.0 12.0 0.0000 0.3161 38.28 0.0628
143.4375 85.0965 0.4967 0.2043 0.2990 0.00000 6.800 1500.0 12.0 0.0000 0.2689 32.57 0.0628
146.2500 85.0965 0.4967 0.2043 0.2990 0.00000 6.800 1500.0 12.0 0.0000 0.2334 28.27 0.0628
149.0625 85.0965 0.4968 0.2042 0.2990 0.00000 6.800 1500.0 12.0 0.0000 0.2072 25.09 0.0628
151.8750 85.0965 0.4516 0.2308 0.3175 0.00000 7.267 1500.0 12.0 0.0000 0.1851 23.16 0.0628
154.6875 85.0965 0.3966 0.2627 0.3408 0.00000 7.794 1500.0 12.0 0.0000 0.1713 22.28 0.0628
157.5000 85.0965 0.3379 0.2960 0.3660 0.00000 8.316 1500.0 12.0 0.0000 0.1641 22.21 0.0628
160.3125 85.0965 0.3176 0.3183 0.3641 0.00000 8.696 1500.0 12.0 0.0000 0.1465 19.99 0.0628
163.1250 85.0965 0.3710 0.2806 0.3485 0.00000 8.036 1500.0 12.0 0.0000 0.1546 20.43 0.0628
165.9375 85.0965 0.4043 0.2599 0.3358 0.00000 7.625 1500.0 12.0 0.0000 0.1651 21.34 0.0628
168.7500 85.0965 0.3970 0.2449 0.3580 0.00000 6.754 1500.0 12.0 0.0000 0.2528 33.18 0.0628
171.5625 85.0965 0.3623 0.2633 0.3744 0.00000 6.953 1500.0 12.0 0.0000 0.2507 33.71 0.0628
174.3750 85.0965 0.3296 0.2929 0.3775 0.00000 7.704 1500.0 12.0 0.0000 0.2984 40.78 0.0719
177.1875 85.0965 0.2775 0.3264 0.3961 0.00000 8.072 1500.0 12.0 0.0000 0.4235 59.75 0.0869
180.0000 85.0965 0.2567 0.3527 0.3906 0.00000 8.394 1500.0 12.0 0.0000 0.4162 59.07 0.0992
-177.1875 85.0965 0.2669 0.3334 0.3998 0.00000 7.404 1500.0 12.0 0.0000 0.5287 75.06 0.1110
-174.3750 85.0965 0.2607 0.3510 0.3883 0.00000 7.786 1500.0 12.0 0.0000 0.4468 63.24 0.1193
-171.5625 85.0965 0.2412 0.3719 0.3868 0.00000 8.528 1500.0 12.0 0.0000 0.3680 52.48 0.1264
-168.7500 85.0965 0.2480 0.3612 0.3908 0.00000 8.186 1500.0 12.0 0.0000 0.3871 55.16 0.1318
-165.9375 85.0965 0.2522 0.3573 0.3905 0.00000 7.692 1500.0 12.0 0.0000 0.4077 57.98 0.1382
-163.1250 85.0965 0.2414 0.3744 0.3842 0.00000 8.048 1500.0 12.0 0.0000 0.3629 51.67 0.1433
-160.3125 85.0965 0.2372 0.3766 0.3861 0.00000 8.624 1500.0 12.0 0.0000 0.3235 46.20 0.1475
-157.5000 85.0965 0.2361 0.3791 0.3848 0.00000 8.587 1500.0 12.0 0.0000 0.3156 45.06 0.1503
-154.6875 85.0965 0.2456 0.3674 0.3870 0.00000 8.157 1500.0 12.0 0.0000 0.3402 48.43 0.1527
-151.8750 85.0965 0.2522 0.3557 0.3920 0.00000 7.542 1500.0 12.0 0.0000 0.3913 55.68 0.1550
-149.0625 85.0965 0.2585 0.3470 0.3945 0.00000 7.121 1500.0 12.0 0.0000 0.4316 61.34 0.1571
-146.2500 85.0965 0.2743 0.3323 0.3934 0.00000 6.629 1500.0 12.0 0.0000 0.4992 70.43 0.1583
-143.4375 85.0965 0.2818 0.3224 0.3958 0.00000 6.194 1500.0 12.0 0.0000 0.5605 78.92 0.1609
-140.6250 85.0965 0.2724 0.3316 0.3960 0.00000 6.428 1500.0 12.0 0.0000 0.4954 70.03 0.1639
-137.8125 85.0965 0.2710 0.3514 0.3776 0.00000 7.348 1500.0 12.0 0.0000 0.3278 45.95 0.1668
-135.0000 85.0965 0.2932 0.3332 0.3735 0.00000 6.916 1500.0 12.0 0.0000 0.3687 51.08 0.1704
-132.1875 85.0965 0.2792 0.3405 0.3804 0.00000 6.804 1500.0 12.0 0.0000 0.3642 50.95 0.1750
-129.3750 85.0965 0.2669 0.3396 0.3934 0.00000 6.597 1500.0 12.0 0.0000 0.3640 51.51 0.1796
-126.5625 85.0965 0.2898 0.3276 0.3826 0.00000 6.393 1500.0 12.0 0.0000 0.3992 55.65 0.1841
