Lon Lat sand clay silt orgc ph bulkdensity cn soilc depth awc bedrockfrac andic pfixation
73.1250 63.6786 0.6034 0.1346 0.2620 0.00000 6.777 1499.9 12.0 0.0000 0.6697 75.11 0.0628 0.0000 0.0006
78.7500 63.6786 0.5177 0.1920 0.2903 0.00000 6.764 1500.0 12.0 0.0000 0.2298 27.40 0.0628 0.0000 0.0000
84.3750 63.6786 0.4471 0.2351 0.3178 0.00000 7.361 1500.0 12.0 0.0000 0.1794 22.50 0.0628 0.0000 0.0000
90.0000 63.6786 0.4695 0.2203 0.3102 0.00000 7.121 1500.0 12.0 0.0000 0.1482 18.31 0.0628 0.0000 0.0000
95.6250 63.6786 0.4525 0.2265 0.3209 0.00000 7.115 1500.0 12.0 0.0000 0.1620 20.30 0.0628 0.0000 0.0000
101.2500 63.6786 0.4384 0.2323 0.3293 0.00000 7.133 1500.0 12.0 0.0000 0.1410 17.88 0.0628 0.0000 0.0000
106.8750 63.6786 0.3860 0.2648 0.3493 0.00000 7.595 1500.0 12.0 0.0000 0.1765 23.17 0.0628 0.0000 0.0000
112.5000 63.6786 0.4128 0.2396 0.3476 0.00000 7.253 1500.0 12.0 0.0000 0.2673 34.63 0.0628 0.0000 0.0000
118.1250 63.6786 0.3633 0.2804 0.3563 0.00000 7.677 1500.0 12.0 0.0000 0.1746 23.25 0.0628 0.0000 0.0000
123.7500 63.6786 0.4456 0.2333 0.3211 0.00000 7.250 1500.0 12.0 0.0000 0.2986 37.55 0.0628 0.0000 0.0000
129.3750 63.6786 0.4404 0.2380 0.3216 0.00000 7.434 1500.0 12.0 0.0000 0.1203 15.17 0.0628 0.0000 0.0000
135.0000 63.6786 0.3542 0.2895 0.3563 0.00000 8.409 1500.0 12.0 0.0000 0.0875 11.70 0.0628 0.0000 0.0000
140.6250 63.6786 0.3133 0.3170 0.3697 0.00000 8.666 1500.0 12.0 0.0000 0.0912 12.51 0.0709 0.0000 0.0000
146.2500 63.6786 0.5186 0.2026 0.2788 0.00000 7.029 1500.0 12.0 0.0000 0.4400 52.09 0.0962 0.0000 0.0000
151.8750 63.6786 0.4473 0.2308 0.3219 0.00000 6.708 1499.6 12.0 0.0000 0.5571 70.07 0.1078 0.0003 0.0009
157.5000 63.6786 0.4755 0.2103 0.3142 0.00000 6.352 1499.6 12.0 0.0000 0.3396 41.95 0.1057 0.0003 0.0011
-151.8750 63.6786 0.0994 0.5888 0.3118 0.00000 7.085 1500.0 12.0 0.0000 0.0273 10.00 0.0639 0.0000 0.0000
-118.1250 63.6786 0.4458 0.2169 0.3372 0.00000 7.214 1499.9 12.0 0.0000 0.1848 23.45 0.0628 0.0000 0.0006
-112.5000 63.6786 0.4978 0.1967 0.3055 0.00000 7.528 1499.9 12.0 0.0000 0.5411 65.76 0.0628 0.0000 0.0005
-106.8750 63.6786 0.5339 0.1809 0.2852 0.00000 7.376 1500.0 12.0 0.0000 0.2761 32.57 0.0628 0.0000 0.0003
-101.2500 63.6786 0.5963 0.1500 0.2537 0.00000 6.728 1500.0 12.0 0.0000 0.2055 23.01 0.0628 0.0000 0.0000
-95.6250 63.6786 0.5087 0.1979 0.2934 0.00000 6.938 1500.0 12.0 0.0000 0.0776 10.00 0.0628 0.0000 0.0000
-90.0000 63.6786 0.5010 0.2011 0.2979 0.00000 6.805 1500.0 12.0 0.0000 0.0819 10.00 0.0628 0.0000 0.0000
