Lon Lat sand clay silt orgc ph bulkdensity cn soilc depth awc bedrockfrac
180.0000 85.0965 0.2669 0.3348 0.3983 0.00000 8.532 1500.0 12.0 0.0000 0.3054 43.32 0.0628
-177.1875 85.0965 0.2801 0.3103 0.4096 0.00000 7.592 1500.0 12.0 0.0000 0.3804 53.97 0.0628
-174.3750 85.0965 0.2743 0.3275 0.3982 0.00000 7.959 1500.0 12.0 0.0000 0.4487 63.45 0.0758
-171.5625 85.0965 0.2533 0.3504 0.3962 0.00000 8.662 1500.0 12.0 0.0000 0.4639 66.12 0.0964
-168.7500 85.0965 0.2593 0.3412 0.3995 0.00000 8.278 1500.0 12.0 0.0000 0.5117 72.87 0.1126
-165.9375 85.0965 0.2636 0.3372 0.3992 0.00000 7.765 1500.0 12.0 0.0000 0.5436 77.25 0.1239
-163.1250 85.0965 0.2527 0.3545 0.3928 0.00000 8.100 1500.0 12.0 0.0000 0.4843 68.93 0.1344
-160.3125 85.0965 0.2486 0.3564 0.3950 0.00000 8.671 1500.0 12.0 0.0000 0.4332 61.83 0.1402
-157.5000 85.0965 0.2472 0.3593 0.3935 0.00000 8.615 1500.0 12.0 0.0000 0.4201 59.96 0.1471
-154.6875 85.0965 0.2568 0.3477 0.3955 0.00000 8.174 1500.0 12.0 0.0000 0.4491 63.90 0.1521
-151.8750 85.0965 0.2636 0.3359 0.4005 0.00000 7.547 1500.0 12.0 0.0000 0.5119 72.81 0.1569
-149.0625 85.0965 0.2698 0.3274 0.4028 0.00000 7.112 1500.0 12.0 0.0000 0.5596 79.47 0.1618
-146.2500 85.0965 0.2856 0.3130 0.4014 0.00000 6.611 1500.0 12.0 0.0000 0.5135 72.38 0.1646
-143.4375 85.0965 0.2936 0.3022 0.4042 0.00000 6.184 1500.0 12.0 0.0000 0.5778 81.28 0.1649
-140.6250 85.0965 0.2841 0.3113 0.4045 0.00000 6.407 1500.0 12.0 0.0000 0.5088 71.88 0.1702
-137.8125 85.0965 0.2827 0.3312 0.3862 0.00000 7.333 1500.0 12.0 0.0000 0.3412 47.79 0.1708
-135.0000 85.0965 0.3057 0.3122 0.3820 0.00000 6.908 1500.0 12.0 0.0000 0.3850 53.28 0.1725
-132.1875 85.0965 0.2922 0.3179 0.3899 0.00000 6.806 1500.0 12.0 0.0000 0.3810 53.25 0.1747
-129.3750 85.0965 0.2802 0.3154 0.4043 0.00000 6.614 1500.0 12.0 0.0000 0.3849 54.47 0.1753
-126.5625 85.0965 0.3044 0.3023 0.3932 0.00000 6.421 1500.0 12.0 0.0000 0.4223 58.81 0.1772
-123.7500 85.0965 0.2861 0.3241 0.3898 0.00000 7.123 1500.0 12.0 0.0000 0.3139 43.99 0.1782
-120.9375 85.0965 0.2790 0.3185 0.4025 0.00000 6.871 1500.0 12.0 0.0000 0.3321 46.97 0.1788
-118.1250 85.0965 0.2721 0.3292 0.3987 0.00000 6.847 1500.0 12.0 0.0000 0.3467 49.09 0.1812
-115.3125 85.0965 0.2813 0.3191 0.3997 0.00000 6.357 1500.0 12.0 0.0000 0.4035 56.93 0.1817
-112.5000 85.0965 0.2770 0.3226 0.4004 0.00000 6.852 1500.0 12.0 0.0000 0.3368 47.62 0.1804
-109.6875 85.0965 0.2758 0.3247 0.3995 0.00000 6.907 1500.0 12.0 0.0000 0.3377 47.76 0.1809
-106.8750 85.0965 0.2825 0.3154 0.4021 0.00000 6.553 1500.0 12.0 0.0000 0.5465 77.16 0.1833
-104.0625 85.0965 0.2882 0.3275 0.3843 0.00000 7.463 1500.0 12.0 0.0000 0.4118 57.49 0.1799
-101.2500 85.0965 0.2959 0.3263 0.3778 0.00000 7.421 1500.0 12.0 0.0000 0.4407 61.13 0.1787
-98.4375 85.0965 0.2965 0.3096 0.3939 0.00000 6.653 1500.0 12.0 0.0000 0.6517 91.10 0.1793
-95.6250 85.0965 0.3620 0.2756 0.3624 0.00000 6.274 1500.0 12.0 0.0000 0.9336 124.77 0.1789
-92.8125 85.0965 0.4488 0.2422 0.3090 0.00000 6.495 1500.0 12.0 0.0000 0.9979 124.44 0.1752
-90.0000 85.0965 0.4506 0.2542 0.2952 0.00000 7.332 1500.0 12.0 0.0000 0.8107 100.22 0.1730
-87.1875 85.0965 0.5084 0.2283 0.2633 0.00000 7.077 1500.0 12.0 0.0000 1.1181 131.85 0.1721
-84.3750 85.0965 0.6298 0.1567 0.2136 0.00000 6.154 1500.0 12.0 0.0000 2.1849 234.14 0.1767
